# Output from the "meta_deco_optimise" package, optimising a decorations.csv file,
#    by combining identical decorations on a single line
# Original file: /home/ra/.var/app/net.minetest.Minetest/.minetest/mods/unilib/csv/remixes/gaia_simple/decorations.csv
# Original decorations: 1391
# Optimised file: /home/ra/.var/app/net.minetest.Minetest/.minetest/mods/unilib/csv/remixes/gaia_simple/decorations_optimised.csv
# Optimised decorations: 357
#
# gaia_hot_humid_ocean
schematic|unilib_glem_tree_mangrove_green_1 unilib_glem_tree_mangrove_green_2 unilib_glem_tree_mangrove_green_3|MANGROVE_MAX|BELOW_SEA_LEVEL|gaia_hot_humid_ocean|unilib:sand_silt|||0.06|||
schematic|unilib_glem_tree_mangrove_green_1|COASTAL|BELOW_SEA_LEVEL|gaia_hot_humid_ocean|unilib:sand_silt unilib:dirt_silt_fine|||0.06|||
# gaia_hot_humid_beach
simple|unilib:tree_mangrove_green_sapling|MANGROVE_MAX|BELOW_SEA_LEVEL|gaia_hot_humid_beach|unilib:dirt_silt_fine|||0.008|||
treelog|unilib_glem_tree_mangrove_green_1 unilib:tree_mangrove_green_trunk unilib_glem_tree_mangrove_green_2 unilib:tree_mangrove_green_trunk unilib_glem_tree_mangrove_green_3 unilib:tree_mangrove_green_trunk unilib_glem_tree_mangrove_green_4 unilib:tree_mangrove_green_trunk unilib_glem_tree_mangrove_green_5 unilib:tree_mangrove_green_trunk unilib_glem_tree_mangrove_green_6 unilib:tree_mangrove_green_trunk|MANGROVE_MAX|BELOW_SEA_LEVEL|gaia_hot_humid_beach|unilib:dirt_silt_fine|||0.06|||
treelog|unilib_glem_tree_mangrove_green_1 unilib:tree_mangrove_green_trunk|COASTAL|BELOW_SEA_LEVEL|gaia_hot_humid_beach|unilib:sand_silt unilib:dirt_silt_fine|||0.06|||
# gaia_hot_humid_coastal
simple|unilib:grass_jungle unilib:grass_tall unilib:grass_rainforest_2 unilib:grass_rainforest_4 unilib:tree_young_jungle|COASTAL|MANGROVE_MAX|gaia_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|||0.05|||
simple|unilib:grass_rainforest_1 unilib:grass_rainforest_3 unilib:grass_rainforest_5|COASTAL|MANGROVE_MAX|gaia_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|||0.09|||
simple|unilib:tree_fern_sapling unilib:tree_fern_giant_sapling|COASTAL|MANGROVE_MAX|gaia_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|||0.04|||
schematic|unilib_bush_ordinary|COASTAL|MANGROVE_MAX|gaia_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|||0.01|||
treelog|unilib_glem_tree_jungle_exotic_1 unilib:tree_jungle_exotic_trunk unilib_glem_tree_jungle_exotic_2 unilib:tree_jungle_exotic_trunk unilib_glem_tree_palm_jungle_1 unilib:tree_palm_jungle_trunk unilib_glem_tree_palm_jungle_2 unilib:tree_palm_jungle_trunk unilib_glem_tree_palm_plain_1 unilib:tree_palm_plain_trunk unilib_glem_tree_palm_plain_2 unilib:tree_palm_plain_trunk unilib_glem_tree_palm_1 unilib:tree_palm_trunk unilib_glem_tree_palm_3 unilib:tree_palm_trunk unilib_glem_tree_palm_5 unilib:tree_palm_trunk unilib_glem_tree_palm_exotic_7 unilib:tree_palm_exotic_trunk unilib_glem_tree_palm_exotic_9 unilib:tree_palm_exotic_trunk|COASTAL|MANGROVE_MAX|gaia_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|||0.01|||
schematic_no_rotate|unilib_glem_tree_fern_giant_1 unilib_glem_tree_fern_yellow|COASTAL|MANGROVE_MAX|gaia_hot_humid_coastal|unilib:dirt_silt_coarse_with_litter_rainforest|||0.02|||
# gaia_hot_humid_lowland
simple|unilib:grass_jungle unilib:grass_tall unilib:grass_rainforest_1 unilib:grass_rainforest_2 unilib:grass_rainforest_3 unilib:grass_rainforest_4 unilib:grass_rainforest_5|LOWLAND|COASTAL|gaia_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|||0.07|||
simple|unilib:tree_fern_sapling unilib:tree_fern_giant_sapling|LOWLAND|COASTAL|gaia_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|||0.004|||
simple|unilib:produce_pineapple_grow_8 unilib:tree_young_jungle|LOWLAND|COASTAL|gaia_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|||0.006|||
schematic|unilib_bush_ordinary|LOWLAND|COASTAL|gaia_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|||0.003|||
treelog|unilib_glem_tree_jungle_exotic_1 unilib:tree_jungle_exotic_trunk unilib_glem_tree_jungle_exotic_2 unilib:tree_jungle_exotic_trunk unilib_glem_tree_palm_jungle_1 unilib:tree_palm_jungle_trunk unilib_glem_tree_palm_jungle_2 unilib:tree_palm_jungle_trunk unilib_glem_tree_palm_plain_1 unilib:tree_palm_plain_trunk unilib_glem_tree_palm_plain_2 unilib:tree_palm_plain_trunk unilib_glem_tree_palm_2 unilib:tree_palm_trunk unilib_glem_tree_palm_3 unilib:tree_palm_trunk unilib_glem_tree_palm_4 unilib:tree_palm_trunk unilib_glem_tree_palm_exotic_5 unilib:tree_palm_exotic_trunk unilib_glem_tree_palm_exotic_7 unilib:tree_palm_exotic_trunk unilib_glem_tree_palm_exotic_8 unilib:tree_palm_exotic_trunk unilib_glem_tree_palm_exotic_10 unilib:tree_palm_exotic_trunk|LOWLAND|COASTAL|gaia_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|||0.005|||
schematic_no_rotate|unilib_glem_tree_fern_giant_1|LOWLAND|COASTAL|gaia_hot_humid_lowland|unilib:dirt_silt_fine_with_turf_hot_humid_lowland|||0.003|||
