# Output from the "meta_atomic_optimise" package, optimising the vapourise.csv file
#    in the "atomic" remix by combining identical outputs into a single line
# Original file: /home/ra/.var/app/net.minetest.Minetest/.minetest/mods/unilib/csv/remixes/atomic/vapourise.csv
# Original outputs: 1622
# Optimised file: /home/ra/.var/app/net.minetest.Minetest/.minetest/mods/unilib/csv/remixes/atomic/vapourise_optimised.csv
# Optimised outputs: 1
#
unilib:stone_desert unilib:stone_desert_block unilib:stone_desert_brick|VAPOURISE_STONE|oxygen 50 silicon 30 iron 10 magnesium 5 titanium 5
unilib:stone_desert_cobble|VAPOURISE_COBBLE|oxygen 50 silicon 30 iron 10 magnesium 5 titanium 5
unilib:stone_diorite_dark unilib:stone_diorite_dark_block unilib:stone_diorite_dark_brick unilib:stone_diorite_pale unilib:stone_diorite_pale_block unilib:stone_diorite_pale_brick|VAPOURISE_STONE|silicon 65 aluminium 16 calcium 7 magnesium 4 iron 3 sodium 3 potassium 2
unilib:stone_diorite_pale_cobble unilib:stone_diorite_pale_cobble_mossy|VAPOURISE_COBBLE|silicon 65 aluminium 16 calcium 7 magnesium 4 iron 3 sodium 3 potassium 2
unilib:stone_dolostone_dark unilib:stone_dolostone_dark_block unilib:stone_dolostone_dark_brick unilib:stone_dolostone_pale unilib:stone_dolostone_pale_block unilib:stone_dolostone_pale_brick unilib:stone_sandstone_dolostone_dark unilib:stone_sandstone_dolostone_dark_block unilib:stone_sandstone_dolostone_dark_brick|VAPOURISE_STONE|carbon 38 calcium 35 magnesium 22 silicon 3 iron 2
unilib:stone_dolostone_dark_rubble|VAPOURISE_RUBBLE|carbon 38 calcium 35 magnesium 22 silicon 3 iron 2
unilib:stone_dolostone_pale_cobble unilib:stone_dolostone_pale_cobble_mossy|VAPOURISE_COBBLE|carbon 38 calcium 35 magnesium 22 silicon 3 iron 2
unilib:stone_eclogite unilib:stone_eclogite_block unilib:stone_eclogite_brick unilib:stone_sandstone_eclogite unilib:stone_sandstone_eclogite_block unilib:stone_sandstone_eclogite_brick|VAPOURISE_STONE|silicon 53 aluminium 14 calcium 10 magnesium 10 iron 9 sodium 4
unilib:stone_eclogite_cobble|VAPOURISE_COBBLE|silicon 53 aluminium 14 calcium 10 magnesium 10 iron 9 sodium 4
unilib:stone_emutite unilib:stone_emutite_block unilib:stone_emutite_brick|VAPOURISE_STONE|oxygen 50 silicon 30 aluminium 5 calcium 5 magnesium 5 iron 5
unilib:stone_emutite_cobble|VAPOURISE_COBBLE|oxygen 50 silicon 30 aluminium 5 calcium 5 magnesium 5 iron 5
